ean,brand,title_alt,title_neu,final,len_alt,len_neu,ok
8806092673885,Samsung,"Samsung EP-T6530 Kopfhörer, Kopfhörer, Netbook, Laptop, Smartphone, Smartwatch, Tablets Schwarz AC Drinnen",Samsung EP-T6530 Kopfhörer NEU,Samsung EP-T6530 Kopfhörer NEU,106,30,JA
8801643979379,Samsung,Samsung EP-TA800 Handy Weiß AC Schnellladung Drinnen,Samsung EP-TA800 1m NEU,Samsung EP-TA800 Handy Weiß AC Schnellladung Drinnen,52,23,NEIN
4260557511206,Toshiba,Toshiba Canvio Advance external hard drive,Toshiba 1TB NEU,Toshiba Canvio Advance external hard drive,42,15,NEIN
4260557511268,Toshiba,Toshiba Canvio Advance external hard drive,Toshiba 1TB NEU,Toshiba Canvio Advance external hard drive,42,15,NEIN
4260557511213,Toshiba,Toshiba Canvio Advance external hard drive,Toshiba 2TB NEU,Toshiba Canvio Advance external hard drive,42,15,NEIN
4260557511305,Toshiba,Toshiba Canvio Advance external hard drive,Toshiba 2TB NEU,Toshiba Canvio Advance external hard drive,42,15,NEIN
4260557511312,Toshiba,Toshiba Canvio Advance external hard drive,Toshiba 4TB NEU,Toshiba Canvio Advance external hard drive,42,15,NEIN
4260557511282,Toshiba,Toshiba Canvio Advance external hard drive,Toshiba 4TB NEU,Toshiba Canvio Advance external hard drive,42,15,NEIN
4260557511237,Toshiba,Toshiba Canvio Advance external hard drive,Toshiba 1TB NEU,Toshiba Canvio Advance external hard drive,42,15,NEIN
4260557513262,Toshiba,Toshiba Canvio Flex 1TB external hard drive,Toshiba 1TB NEU,Toshiba Canvio Flex 1TB external hard drive,43,15,NEIN
0718037906218,Western Digital,Western Digital Red Plus WD120EFGX internal hard drive,Western Digital WD120EFGX 12TB NEU,Western Digital WD120EFGX 12TB NEU,54,34,JA
8719706437295,Seagate,"Seagate Exos M Interne Festplatte 30 TB 7200 RPM 512 MB 3.5"" SATA",Seagate Festplatte HDD 30TB NEU,Seagate Festplatte HDD 30TB NEU,65,31,JA
4713294233547,G.Skill,G.Skill Trident Z5 RGB F5-6000J3636F32GX2-TZ5RK memory module,G.Skill Z5 RGB RAM Arbeitsspeicher 64GB 6000MHz DDR5 2x Kit NEU,G.Skill Z5 RGB RAM Arbeitsspeicher 64GB 6000MHz DDR5 2x Kit NEU,61,63,JA
4713294237590,G.Skill,G.Skill Flare X5 F5-6000J2836G16GX2-FX5 memory module,G.Skill X5 F5-6000J2836G16GX2-FX5 RAM Arbeitsspeicher 32GB 6000MHz DDR5 NEU,G.Skill X5 F5-6000J2836G16GX2-FX5 RAM Arbeitsspeicher 32GB 6000MHz DDR5 NEU,53,75,JA
8806095597317,Samsung,Samsung Galaxy Tab S Galaxy Tab S10+ Wi-Fi,Samsung S10 512GB NEU,Samsung Galaxy Tab S Galaxy Tab S10+ Wi-Fi,42,21,NEIN
0017817847643,Bose,Bose QuietComfort Ultra,Bose QuietComfort Ultra Headset kabellos NEU,Bose QuietComfort Ultra Headset kabellos NEU,23,44,JA
0843367136841,Lexar,Lexar NM990,Lexar NM990 1TB NEU,Lexar NM990,11,19,NEIN
4211125100674,,beurer LB 300 Luftbefeuchter,LB 300 NEU,beurer LB 300 Luftbefeuchter,28,10,NEIN
8886419333418,Razer,Razer Orochi V2 mouse,Razer V2 Maus kabellos NEU,Razer Orochi V2 mouse,21,26,NEIN
4260557513286,Toshiba,Toshiba Canvio Flex external hard drive,Toshiba 4TB NEU,Toshiba Canvio Flex external hard drive,39,15,NEIN
6935364010065,TP-Link,TP-Link 7-Port-USB-3.0-Hub,TP-Link USB-3 USB Hub 3.2 1m 7-Port NEU,TP-Link USB-3 USB Hub 3.2 1m 7-Port NEU,26,39,JA
0718037906287,Western Digital,Western Digital WD Blue SN5100,Western Digital WD 500GB NEU,Western Digital WD B 500GB NEU,30,28,NEIN
5099206127128,Ultimate Ears,Ultimate Ears 984-002017 portable/party speaker,Ultimate Ears Lautsprecher kabellos NEU,Ultimate Ears Lautsprecher kabellos NEU,47,39,JA
0195950543742,Apple,Apple AirPods Pro (3rd generation),Apple Kopfhörer kabellos NEU,Apple AirPods Pro (3rd generation),34,28,NEIN
8806097712015,Samsung,"Samsung Galaxy Tab S11 128 GB 27,9 cm (11"") 12 GB Wi-Fi 6E (802.11ax) Silber",Samsung S11 128 802.11ax NEU,Samsung S11 128 128GB 802.11ax NEU,76,28,NEIN
4211129226776,WMF,"WMF KITCHENminis 0416500071 0,6 l Sport-Mixer 300 W Schwarz",WMF KITCHEN 300W NEU,"WMF KITCHENminis 0416500071 0,6 l Sport-Mixer 300 W Schwarz",59,20,NEIN
6972822120317,Enabot,Enabot EBO Air,Enabot EBO NEU,Enabot EBO Air,14,14,NEIN
6972822120935,ENABOT,ENABOT EBO Air 2 Haustierroboter 2K Kamera Nachtsicht WLAN App Wei,ENABOT EBO NEU,ENABOT EBO Air 2 Haustierroboter 2K Kamera Nachtsicht WLAN App Wei,66,14,NEIN
6972822121000,ENABOT,ENABOT EBO Air 2 Haustierroboter 2K Kamera Nachtsicht WLAN App Pink,ENABOT EBO NEU,ENABOT EBO Air 2 Haustierroboter 2K Kamera Nachtsicht WLAN App Pink,67,14,NEIN
6972822121178,Enabot,Enabot EBO Air2 Plus,Enabot EBO NEU,Enabot EBO Air2 Plus,20,14,NEIN
6972822121314,Enabot,Enabot EBO Air2 Plus,Enabot EBO NEU,Enabot EBO Air2 Plus,20,14,NEIN
8806097740476,Samsung,Samsung Schnellladeadapter 45 Watt (mit 5A Kabel),Samsung 8m NEU,Samsung Schnellladeadapter 45 Watt (mit 5A Kabel),49,14,NEIN
8806097740599,Samsung,Samsung Schnellladeadapter 45 Watt,Samsung NEU,Samsung Schnellladeadapter 45 Watt,34,11,NEIN
0195892120551,Lenovo,Lenovo ThinkPad USB4 Smart Dock 5500 Kabelgebunden Schwarz,Lenovo USB4 USB-C Kabel USB 4 65W NEU,Lenovo USB4 USB-C Kabel USB 4 65W NEU,58,37,JA
0649528937735,,3200 16GB Crucial 16GB Tray,16GB NEU,3200 16GB Crucial 16GB Tray,27,8,NEIN
4023125030963,Box,"Box 5690 WLAN-Router 2.5 Gigabit Ethernet Dual-Band (2,4 GHz/5 GHz) Rot, Weiß",Box WLAN-R WLAN Router Wi-Fi 7 NEU,Box WLAN-R WLAN Router Wi-Fi 7 NEU,77,34,JA
0199485355665,HP,"HP ProBook 4 G1a AMD Ryzen™ 5 230 Notebook AI 40,6 cm (16"") 16GB 512GB W11Pro",HP G1 16GB NEU,"HP ProBook 4 G1a AMD Ryzen™ 5 230 Notebook AI 40,6 cm (16"") 16GB 512GB W11Pro",77,14,NEIN
5397184961827,Dell,DELL SD25TB5 Kabelgebunden Thunderbolt 5 Schwarz,Dell SD25TB5 Thunderbolt Kabel 15W NEU,Dell SD25TB5 Thunderbolt Kabel 15W NEU,48,38,JA
0023942302117,Verbatim,Verbatim V200 Metal USB Drive 64GB USB-Stick USB Typ-A 3.2 Gen 1 (3.1 Gen 1) Schwarz,Verbatim V200 USB-Stick 64GB NEU,Verbatim V200 USB-Stick 64GB NEU,84,32,JA
4250563426243,DOCKLenovo,DOCKLenovo Dock Thinkpad USB-C 90W 40A90090EU mit USB-C-Kabel (03X7194),DOCKLenovo USB-C Kabel 90W NEU,DOCKLenovo USB-C Kabel 90W NEU,71,30,JA
4047999411222,CARD,CARD Toshiba SD Exceria R100 N203 256GB,CARD SD 256GB NEU,CARD Toshiba SD Exceria R100 N203 256GB,39,17,NEIN
8887910061336,Razer,Razer BlackShark V3 X HyperSpeed,Razer V3 Kopfhörer kabellos NEU,Razer V3 Kopfhörer kabellos NEU,32,31,JA
8887910061091,Razer,Razer Kraken Kitty V3 X,Razer V3 Kopfhörer NEU,Razer Kraken Kitty V3 X,23,22,NEIN
4582563859982,Kioxia,Kioxia LVD10Z002TG8 internal solid state drive,Kioxia LVD10Z002TG8 2TB NEU,Kioxia LVD10Z002TG8 internal solid state drive,46,27,NEIN
4582563859975,Kioxia,Kioxia LVD10Z001TG8 internal solid state drive,Kioxia LVD10Z001TG8 1TB NEU,Kioxia LVD10Z001TG8 internal solid state drive,46,27,NEIN
4582563859630,Kioxia,Kioxia Exceria Plus G2,Kioxia G2 2TB NEU,Kioxia Exceria Plus G2,22,17,NEIN
8719706437301,Seagate,"Seagate Exos M Interne Festplatte 28 TB 7200 RPM 512 MB 3.5"" SATA",Seagate Festplatte HDD 28TB NEU,Seagate Festplatte HDD 28TB NEU,65,31,JA
4713294230539,G.Skill,G.Skill Flare X5 F5-6000J3038F16GX2-FX5 memory module,G.Skill X5 F5-6000J3038F16GX2-FX5 RAM Arbeitsspeicher 32GB 6000MHz DDR5 NEU,G.Skill X5 F5-6000J3038F16GX2-FX5 RAM Arbeitsspeicher 32GB 6000MHz DDR5 NEU,53,75,JA
0840006684442,Corsair,Corsair Vengeance CMK32GX5M2B6000C38 memory module,Corsair CMK32GX5M2B6000C38 RAM Arbeitsspeicher 32GB 6000MHz DDR5 2x Kit NEU,Corsair CMK32GX5M2B6000C38 RAM Arbeitsspeicher 32GB 6000MHz DDR5 2x Kit NEU,50,75,JA
0840440483045,Corsair,Corsair Vengeance CMSX24GX5M1A5200C44 memory module,Corsair CMSX24GX5M1A5200C44 RAM Arbeitsspeicher 24GB 5200MHz DDR5 NEU,Corsair CMSX24GX5M1A5200C44 RAM Arbeitsspeicher 24GB 5200MHz DDR5 NEU,51,69,JA
0718037906263,Western Digital,Western Digital WD Blue SN5100,Western Digital WD 2TB NEU,Western Digital WD Blue SN5100,30,26,NEIN
0190199534865,Apple,Apple MUQW3ZM/A lightning cable,Apple MUQW3ZM USB Kabel 1m NEU,Apple MUQW3ZM USB Kabel 1m NEU,31,30,JA
4582563851863,Kioxia,Kioxia Exceria,Kioxia Exceria 960GB NEU,Kioxia Exceria,14,24,NEIN
0810010074775,Ubiquiti,Ubiquiti UniFi Enterprise 8 PoE,Ubiquiti UniFi Enterprise 8 PoE NEU,Ubiquiti UniFi Enterprise 8 PoE NEU,31,35,JA
8806094912128,Samsung,Samsung EP-T2510 Universal Schwarz USB Schnellladung Drinnen,Samsung EP-T2510 NEU,Samsung EP-T2510 Universal Schwarz USB Schnellladung Drinnen,60,20,NEIN
8806095426785,Samsung,"Samsung EF-XS921CTEGWW Handy-Schutzhülle 15,8 cm (6.2"") Cover Transparent",Samsung EF-XS921CTEGWW Handy Hülle NEU,Samsung EF-XS921CTEGWW Handy Hülle NEU,73,38,JA
0195949093432,Apple,Apple MU2G3ZM/A USB cable,Apple MU2G3ZM USB Kabel 2.0 2m NEU,Apple MU2G3ZM USB Kabel 2.0 2m NEU,25,34,JA
0810354023545,Ubiquiti,Ubiquiti POE-24-30W PoE adapter,Ubiquiti POE-24-30W Adapter PoE 30W NEU,Ubiquiti POE-24-30W Adapter PoE 30W NEU,31,39,JA
8006540742891,Oral-B,Oral-B Junior 8006540742891 Elektrische Zahnbürste Kind Rotierende Zahnbürste Violett,Oral-B NEU,Oral-B Junior 8006540742891 Elektrische Zahnbürste Kind Rotierende Zahnbürste Violett,85,10,NEIN
8006540743027,Oral-B,Oral-B Junior 8006540743027 electric toothbrush,Oral-B NEU,Oral-B Junior 8006540743027 electric toothbrush,47,10,NEIN
0017817846172,Bose,Bose QuietComfort Ultra,Bose QuietComfort Ultra Headset kabellos NEU,Bose QuietComfort Ultra Headset kabellos NEU,23,44,JA
6947273705093,Grandstream,Grandstream Networks WP816 IP phone,Grandstream WP816 IP NEU,Grandstream Networks WP816 IP phone,35,24,NEIN
8719514404595,Philips,Philips Hue White and Color ambiance Tragbare Tischleuchte Hue Go,Philips Bluetooth NEU,Philips Hue White and Color ambiance Tragbare Tischleuchte Hue Go,65,21,NEIN
5013493465145,Sony,Sony ZV-1 II,Sony ZV-1 4K UHD NEU,Sony ZV-1 II,12,20,NEIN
4548736156432,Sony,Sony WHULT900NB headphones/headset,Sony WHULT900NB Headset kabellos NEU,Sony WHULT900NB Headset kabellos NEU,34,36,JA
5060703494907,GHD,GHD Unplugged,GHD Unplugged NEU,GHD Unplugged,13,17,NEIN
6974316994152,Govee,Govee Glide RGBIC Y Lights Intelligente Wandleuchte Wi-Fi/Bluetooth 72 W,Govee RGBIC Bluetooth 72 NEU,Govee RGBIC Y Bluetooth 72 72W NEU,72,28,NEIN
6974316999034,Govee,Govee H6004 Intelligentes Leuchtmittel Wi-Fi/Bluetooth 9 W,Govee H6004 802.11b Bluetooth 9 NEU,Govee H6004 802.11b Bluetooth 9 NEU,58,35,JA
6974316999997,Govee,Govee H6063 Intelligente Wandleuchte Wi-Fi/Bluetooth 72 W,Govee H6063 802.11b Bluetooth 72 NEU,Govee H6063 802.11b Bluetooth 72 NEU,57,36,JA
6974316999386,Govee,Govee H10D1000 Beleuchtungs-Zubehör Montagehalterung,Govee H10D1000 NEU,Govee H10D1000 Beleuchtungs-Zubehör Montagehalterung,52,18,NEIN
6974316999393,Govee,Govee H10D2000 Beleuchtungs-Zubehör Montagehalterung,Govee H10D2000 NEU,Govee H10D2000 Beleuchtungs-Zubehör Montagehalterung,52,18,NEIN
6974316999409,Govee,Govee H10D1001 Beleuchtungs-Zubehör Montagehalterung,Govee H10D1001 NEU,Govee H10D1001 Beleuchtungs-Zubehör Montagehalterung,52,18,NEIN
4897082668619,EcoFlow,EcoFlow ZMS330 solar panel,EcoFlow ZMS330 100W NEU,EcoFlow ZMS330 solar panel,26,23,NEIN
4895251601436,EcoFlow,EcoFlow Power Prepared Kit solar panel accessory,EcoFlow Adapter NEU,EcoFlow Power Prepared Kit solar panel accessory,48,19,NEIN
4895251600293,EcoFlow,EcoFlow ZMA003-EU/UK-C20 portable power station accessory,EcoFlow ZMA003-EU Adapter NEU,EcoFlow ZMA003-EU/UK-C20 portable power station accessory,57,29,NEIN
4895251607780,EcoFlow,EcoFlow EFA-SMARTPLUG-EU-4P smart plug,EcoFlow EFA-SMARTPLUG-EU-4P Smarte Steckdose Bluetooth NEU,EcoFlow EFA-SMARTPLUG-EU-4P Smarte Steckdose Bluetooth NEU,38,58,JA
0718037901282,Western Digital,Western Digital Red Pro internal hard drive,Western Digital 12TB NEU,Western Digital Red Pro internal hard drive,43,24,NEIN
0195949087714,Apple,Apple MUQW3ZM/A lightning cable,Apple MUQW3ZM USB Kabel 1m NEU,Apple MUQW3ZM USB Kabel 1m NEU,31,30,JA
4260557513279,Toshiba,Toshiba Canvio Flex 2 TB external hard drive,Toshiba 2TB NEU,Toshiba Canvio Flex 2 TB external hard drive,44,15,NEIN
5060777125950,GHD,GHD flight+ hair dryer,GHD NEU,GHD flight+ hair dryer,22,7,NEIN
4001797864208,Rommelsbacher,Rommelsbacher EKM 400 coffee grinder,Rommelsbacher EKM 400 NEU,Rommelsbacher EKM 400 coffee grinder,36,25,NEIN
5715063048054,Datalogic,Datalogic QD2220-BKK1 barcode reader,Datalogic QD2220-BKK1 NEU,Datalogic QD2220-BKK1 barcode reader,36,25,NEIN
0017817847681,Bose,Bose QuietComfort Ultra,Bose QuietComfort Ultra Headset kabellos NEU,Bose QuietComfort Ultra Headset kabellos NEU,23,44,JA
0718037902982,Western Digital,Western Digital Black WD_BLACK SN7100 NVMe,Western Digital BLACK SN7100 M.2 NVMe SSD 4TB NEU,Western Digital BLACK SN7100 M.2 NVMe SSD 4TB NEU,42,49,JA
4719692017727,G.Skill,G.Skill Aegis F4-2400C17S-8GIS memory module,G.Skill F4-2400C17S-8GIS RAM Arbeitsspeicher 8GB 2400MHz DDR4 NEU,G.Skill F4-2400C17S-8GIS RAM Arbeitsspeicher 8GB 2400MHz DDR4 NEU,44,65,JA
4719692006417,G.Skill,G.Skill Ripjaws V memory module,G.Skill Ripjaws RAM Arbeitsspeicher 16GB 3200MHz DDR4 2x Kit NEU,G.Skill Ripjaws RAM Arbeitsspeicher 16GB 3200MHz DDR4 2x Kit NEU,31,64,JA
4719692007667,G.Skill,G.Skill Ripjaws SO-DIMM 16GB DDR4-2400Mhz memory module,G.Skill DIMM 16GB RAM Arbeitsspeicher 2400MHz DDR4 2x Kit NEU,G.Skill DIMM 16GB RAM Arbeitsspeicher 2400MHz DDR4 2x Kit NEU,55,61,JA
4713294220998,G.Skill,G.Skill Aegis F4-2666C19S-16GIS memory module,G.Skill F4-2666C19S-16GIS RAM Arbeitsspeicher 16GB 2666MHz DDR4 NEU,G.Skill F4-2666C19S-16GIS RAM Arbeitsspeicher 16GB 2666MHz DDR4 NEU,45,67,JA
4719692007681,G.Skill,G.Skill Ripjaws memory module,G.Skill Ripjaws RAM Arbeitsspeicher 32GB 2400MHz DDR4 2x Kit NEU,G.Skill Ripjaws RAM Arbeitsspeicher 32GB 2400MHz DDR4 2x Kit NEU,29,64,JA
4260557511299,Toshiba,Toshiba Canvio Advance external hard drive,Toshiba 1TB NEU,Toshiba Canvio Advance external hard drive,42,15,NEIN
4260557513156,Toshiba,Toshiba MG10ADA10TE internal hard drive,Toshiba MG10ADA10TE 10TB NEU,Toshiba MG10ADA10TE internal hard drive,39,28,NEIN
4260557511244,Toshiba,Toshiba Canvio Advance external hard drive,Toshiba 2TB NEU,Toshiba Canvio Advance external hard drive,42,15,NEIN
6975069305523,PETKIT,PETKIT P9903 dog / cat litter box,PETKIT P9903 NEU,PETKIT P9903 dog / cat litter box,33,16,NEIN
6972822120867,ENABOT,ENABOT ROLA Mini Cat Teaser Aufsatz Katzenspielzeug Modul interaktiv,ENABOT ROLA NEU,ENABOT ROLA Mini Cat Teaser Aufsatz Katzenspielzeug Modul interaktiv,68,15,NEIN
6972822121079,ENABOT,ENABOT EBO Air 2 Haustierroboter 2K Kamera Nachtsicht WLAN App Blau,ENABOT EBO NEU,ENABOT EBO Air 2 Haustierroboter 2K Kamera Nachtsicht WLAN App Blau,67,14,NEIN
6972822121246,Enabot,Enabot EBO Air2 Plus,Enabot EBO NEU,Enabot EBO Air2 Plus,20,14,NEIN
6972822120683,ENABOT,ENABOT ROLA PetPal Spiele Modul interaktives Katzenspielzeug Laser App,ENABOT ROLA NEU,ENABOT ROLA PetPal Spiele Modul interaktives Katzenspielzeug Laser App,70,15,NEIN
5099206133143,Logitech,Logitech MX Master 4 for Business mouse,Logitech MX Maus Bluetooth 8000 DPI NEU,Logitech MX Maus Bluetooth 8000 DPI NEU,39,39,JA
0718037905754,Western Digital,Western Digital Red Plus WD40EFZZ internal hard drive,Western Digital WD40EFZZ 4TB NEU,Western Digital WD40EFZZ 4TB NEU,53,32,JA
0023942438885,Verbatim,Verbatim 43888 Optisches Laufwerk Blu-Ray DVD Combo Schwarz,Verbatim DVD NEU,Verbatim 43888 Optisches Laufwerk Blu-Ray DVD Combo Schwarz,59,16,NEIN
8719706438667,Seagate,"Seagate IronWolf Pro ST28000NT000 Interne Festplatte 28 TB 7200 RPM 512 MB 3.5"" Serial ATA III",Seagate ST28000NT000 Festplatte HDD 28TB NEU,Seagate ST28000NT000 Festplatte HDD 28TB NEU,94,44,JA
5711603083851,T1A,"T1A DELL Latitude 5320 Intel® Core™ i7 i7-1185G7 Laptop 33,8 cm (13.3"") Full HD 16 GB DDR4-SDRAM 256 GB SSD Windows 11 Pro Deutsch Grau",T1A DELL RAM Arbeitsspeicher 16GB DDR4 Full HD NEU,T1A DELL RAM Arbeitsspeicher 16GB DDR4 Full HD NEU,135,50,JA
0840006667216,Corsair,Corsair Vengeance CMK32GX5M2B6400C36 memory module,Corsair CMK32GX5M2B6400C36 RAM Arbeitsspeicher 48GB 6400MHz DDR5 2x Kit NEU,Corsair CMK32GX5M2B6400C36 RAM Arbeitsspeicher 48GB 6400MHz DDR5 2x Kit NEU,50,75,JA
0840006667193,Corsair,Corsair Vengeance RGB CMH48GX5M2B6400C36 memory module,Corsair RAM Arbeitsspeicher 48GB 6400MHz DDR5 2x Kit NEU,Corsair RAM Arbeitsspeicher 48GB 6400MHz DDR5 2x Kit NEU,54,56,JA
6935364092313,TP-Link,TP-Link 8-Port-Gigabit-Desktop-Switch,TP-Link Netzwerk Switch 8-Port NEU,TP-Link Netzwerk Switch 8-Port NEU,37,34,JA
4779051841042,Teltonika,Teltonika PR5MEC12 mounting kit,Teltonika PR5MEC12 NEU,Teltonika PR5MEC12 mounting kit,31,22,NEIN
4779051841394,Teltonika,Teltonika PR1KC640 network antenna,Teltonika PR1KC640 NEU,Teltonika PR1KC640 network antenna,34,22,NEIN
0810084693582,Ubiquiti,Ubiquiti G5 PTZ,Ubiquiti G5 PTZ NEU,Ubiquiti G5 PTZ,15,19,NEIN
6938818321816,Yealink,Yealink BH70 Mono Teams USB-C/A Headset,Yealink BH70 Headset kabellos NEU,Yealink BH70 Headset kabellos NEU,39,33,JA
0023942531944,Verbatim,"Verbatim Portables Festplattenlaufwerk Store 'n' Go USB 3.0, 1 TB, Schwarz",Verbatim Festplatte HDD 1TB USB 3.0 NEU,Verbatim Festplatte HDD 1TB USB 3.0 NEU,74,39,JA
8886419379645,Razer,Razer Leviathan V2 X,Razer V2 65W kabellos NEU,Razer Leviathan V2 X,20,25,NEIN
4711387797143,Asus,ASUS PRIME B840M-A WIFI AMD B840 Sockel AM5 micro ATX,Asus PRIME B840M-A RAM Arbeitsspeicher 192GB DDR5 NEU,Asus PRIME B840M-A RAM Arbeitsspeicher 192GB DDR5 NEU,53,53,JA
0718037901442,Western Digital,Western Digital Gold WD122KRYZ internal hard drive,Western Digital WD122KRYZ 12TB NEU,Western Digital WD122KRYZ 12TB NEU,50,34,JA
0718037903873,Western Digital,Western Digital My Passport WDBR9S0060BBK-WESN external hard drive,Western Digital WDBR9S0060BBK-WESN 6TB NEU,Western Digital WDBR9S0060BBK-WESN 6TB NEU,66,42,JA
4015867194829,Equip,Equip 11903607 video cable adapter,Equip HDMI Adapter NEU,Equip 11903607 video cable adapter,34,22,NEIN
4015867226551,Equip,Equip 128344 USB cable,Equip USB-C Kabel USB 3.2 2.0m NEU,Equip USB-C Kabel USB 3.2 2.0m NEU,22,34,JA
4713294236807,G.Skill,G.Skill Trident Z5 Neo RGB F5-8000J3848H16GX2-TR5NS memory module,G.Skill Z5 RAM Arbeitsspeicher 32GB 8000MHz DDR5 2x Kit NEU,G.Skill Z5 RAM Arbeitsspeicher 32GB 8000MHz DDR5 2x Kit NEU,65,59,JA
4713294224149,G.Skill,G.Skill Ripjaws V F4-4000C18D-32GVK memory module,G.Skill F4-4000C18D-32GVK RAM Arbeitsspeicher 32GB 4000MHz DDR4 2x Kit NEU,G.Skill F4-4000C18D-32GVK RAM Arbeitsspeicher 32GB 4000MHz DDR4 2x Kit NEU,49,74,JA
4713294232069,G.Skill,G.Skill Trident Z RGB F5-6000J3040F16GX2-TZ5RK memory module,G.Skill RAM Arbeitsspeicher 32GB 3000MHz DDR5 2x Kit NEU,G.Skill RAM Arbeitsspeicher 32GB 3000MHz DDR5 2x Kit NEU,60,56,JA
0718037906201,Western Digital,Western Digital Red Plus WD100EFGX internal hard drive,Western Digital WD100EFGX 10TB NEU,Western Digital WD100EFGX 10TB NEU,54,34,JA
0840414681804,Amazon,Amazon Echo Dot Max,Amazon Echo Dot 802.11a kabellos NEU,Amazon Echo Dot 802.11a kabellos NEU,19,36,JA
0718037905778,Western Digital,Western Digital Purple internal hard drive,Western Digital Purple internal hard 4TB NEU,Western Digital Purple internal hard 4TB NEU,42,44,JA
0017817859561,Bose,Bose 890101-0200 headphones/headset,Bose Headset kabellos NEU,Bose 890101-0200 headphones/headset,35,25,NEIN
8886419351450,Razer,Razer Wolverine V3 Tournament Edition,Razer V3 Gaming Controller NEU,Razer V3 Gaming Controller NEU,37,30,JA
4548736158283,Sony,Sony U.K. HTAN7.CE7 portable/party speaker,Sony HTAN7 Lautsprecher kabellos NEU,Sony HTAN7 Lautsprecher kabellos NEU,42,36,JA
0840440492573,Corsair,Corsair Vengeance RGB memory module,Corsair Vengeance RAM Arbeitsspeicher 32GB DDR5 2x Kit NEU,Corsair Vengeance RAM Arbeitsspeicher 32GB DDR5 2x Kit NEU,35,58,JA
0740617350180,Kingston Technology,Kingston Technology FURY Beast 32GB 5600MT/s DDR5 CL36 DIMM Schwarz,Kingston Technology FURY RAM Arbeitsspeicher 32GB DDR5 NEU,Kingston Technology FURY RAM Arbeitsspeicher 32GB DDR5 NEU,67,58,JA
8886419334347,Razer,Razer Viper V3 Pro SE mouse,Razer V3 Maus Bluetooth NEU,Razer Viper V3 Pro SE mouse,27,27,NEIN
0843367136780,Lexar,Lexar Professional NM1090 PRO,Lexar NM1090 PRO 1TB NEU,Lexar Professional NM1090 PRO,29,24,NEIN
0843367136797,Lexar,Lexar Professional NM1090 PRO,Lexar NM1090 PRO 2TB NEU,Lexar Professional NM1090 PRO,29,24,NEIN
0843367132218,Lexar,Lexar LNQ790X001T-RNNNG internal solid state drive,Lexar LNQ790X001T-RNNNG 1TB NEU,Lexar LNQ790X001T-RNNNG 1TB NEU,50,31,JA
0023942532231,Verbatim,"Verbatim Portables Festplattenlaufwerk Store 'n' Go USB 3.0, 4 TB, Schwarz",Verbatim Festplatte HDD 4TB USB 3.0 NEU,Verbatim Festplatte HDD 4TB USB 3.0 NEU,74,39,JA
8719706021173,Seagate,"Seagate Enterprise ST2000NM001B Interne Festplatte 2 TB 7200 RPM 256 MB 3.5"" SAS",Seagate ST2000NM001B Festplatte HDD 2TB NEU,Seagate ST2000NM001B Festplatte HDD 2TB NEU,80,43,JA
4582761161115,Kioxia,Kioxia LSF10Z002TG8 internal solid state drive,Kioxia LSF10Z002TG8 2TB NEU,Kioxia LSF10Z002TG8 internal solid state drive,46,27,NEIN
0740617350173,Kingston Technology,Kingston Technology FURY Beast 64GB 5600MT/s DDR5 CL36 DIMM (2er-Kit) Schwarz,Kingston Technology FURY RAM Arbeitsspeicher 64GB DDR5 2x Kit NEU,Kingston Technology FURY RAM Arbeitsspeicher 64GB DDR5 2x Kit NEU,77,65,JA
6938818312883,Yealink,Yealink BH71-PRO Kopfhörer & Headset Kabellos im Ohr Büro/Callcenter Bluetooth Schwarz,Yealink BH71-PRO Headset Bluetooth NEU,Yealink BH71-PRO Headset Bluetooth NEU,86,38,JA
5397321029045,Dell,DELL Pro Dock WD25Z Kabelgebunden USB 3.2 Gen 2 (3.1 Gen 2) Type-C Schwarz,Dell WD25Z USB-C Kabel USB 3.2 130W NEU,Dell WD25Z USB-C Kabel USB 3.2 130W NEU,74,39,JA
0198156725684,Lenovo,Lenovo ThinkVision T24D-40 Monitor,Lenovo T24D-40 Monitor Full HD NEU,Lenovo T24D-40 Monitor Full HD NEU,34,34,JA
4719692015457,G.Skill,G.Skill 16GB DDR4-3000 memory module,G.Skill RAM Arbeitsspeicher 16GB 3000MHz DDR4 2x Kit NEU,G.Skill RAM Arbeitsspeicher 16GB 3000MHz DDR4 2x Kit NEU,36,56,JA
0718037877310,Western Digital,Western Digital Red Pro internal hard drive,Western Digital 10TB NEU,Western Digital Red Pro internal hard drive,43,24,NEIN
0730143318280,AMD,AMD Ryzen 7 9850X3D processor,AMD X3D Prozessor CPU NEU,AMD Ryzen 7 9850X3D processor,29,25,NEIN
4015867164730,Equip,"Equip USB 2.0 A auf A Verlängerungskabel Stecker auf Buchse, 3.0m , Schwarz",Equip USB-C Kabel USB 2.0 3.0m NEU,Equip USB-C Kabel USB 2.0 3.0m NEU,75,34,JA
4582563857087,Kioxia,Kioxia LNEX2L128GG4 memory card,Kioxia LNEX2L128GG4 Speicherkarte 128GB NEU,Kioxia LNEX2L128GG4 Speicherkarte 128GB NEU,31,43,JA
